-529.8073,84.3744
-529.7037,84.3827
-529.5767,84.4179
-529.4412,84.4552
-529.3055,84.4836
-529.2032,84.5226
-529.1079,84.5545
-528.9954,84.5589
-528.8617,84.6215
-528.6841,84.6626
-528.509,84.6962
-528.2993,84.7311
-528.1782,84.7301
-528.0756,84.7814
-527.9847,84.8396
-527.8621,84.8943
-527.7371,84.9524
-527.5801,84.9872
-527.4198,85.0376
-527.2972,85.1374
-527.1647,85.2209
-526.9902,85.2483
-526.8035,85.3167
-526.6632,85.4161
-526.5267,85.5265
-526.3412,85.6458
-526.1863,85.731
-526.0113,85.8416
-525.8151,85.9406
-525.6663,86.0573
-525.5153,86.1588
-525.3527,86.2994
-525.1959,86.4697
-525.0135,86.5928
-524.8068,86.7341
-524.6158,86.8526
-524.4514,87.0193
-524.3062,87.1705
-524.1676,87.3246
-523.9986,87.5123
-523.8295,87.6765
-523.6385,87.8351
-523.449,87.9876
-523.2544,88.1793
-523.0828,88.3556
-522.9033,88.5163
-522.7072,88.6784
-522.5298,88.84
-522.368,89.0095
-522.1662,89.206
-521.9691,89.3789
-521.7692,89.5478
-521.5668,89.7251
-521.351,89.859
-521.1513,90.0417
-520.9219,90.2078
-520.6927,90.3111
-520.4432,90.485
-520.2006,90.6629
-519.9977,90.8313
-519.7593,90.9865
-519.505,91.1309
-519.2232,91.253
-518.9321,91.3585
-518.6544,91.4649
-518.3792,91.5965
-518.061,91.7207
-517.7817,91.8481
-517.4612,91.9595
-517.1534,92.0643
-516.8352,92.1837
-516.5005,92.2726
-516.1533,92.3652
-515.8533,92.4734
-515.5039,92.537
-515.1191,92.6157
-514.7676,92.7129
-514.398,92.7931
-514.025,92.8607
-513.665,92.9084
-513.2762,92.9963
-512.8843,93.0552
-512.5109,93.1137
-512.1277,93.1759
-511.7373,93.2268
-511.355,93.291
-510.9726,93.3645
-510.5712,93.3994
-510.1701,93.452
-509.7735,93.5032
-509.3549,93.5471
-508.9401,93.5868
-508.5232,93.6399
-508.1182,93.6976
-507.7144,93.7298
-507.2863,93.785
-506.8453,93.8298
-506.4529,93.8565
-506.0637,93.8973
-505.6319,93.938
-505.1844,93.975
-504.7625,94.0134
-504.3462,94.0471
-503.9324,94.0686
-503.5191,94.0925
